"id","resolution_date","source","Type","resolved_to","resolved","SPF_forecast","SPF_bs","Pub_forecast","Pub_bs","question","gpt_score","sonnet_score","deepseek_score","mean_z","LLM_typical_binary","LLM_typical_3"
"1d9b2c247a0f16b0531b5fc49bfed62658a4e7c10dc8bd6fee98fb5ff57cf8c0","2024-07-28","wikipedia","Data",0,TRUE,0,0,0.01,1e-04,"According to Wikipedia, will a vaccine have been developed for Herpes simplex by 2024-07-28?",10,3,8,-1.2198721396857,"Atypical","Atypical"
"1d9b2c247a0f16b0531b5fc49bfed62658a4e7c10dc8bd6fee98fb5ff57cf8c0","2024-08-20","wikipedia","Data",0,TRUE,0,0,0.02,4e-04,"According to Wikipedia, will a vaccine have been developed for Herpes simplex by 2024-08-20?",9,7,0,-1.2198721396857,"Atypical","Atypical"
"1d9b2c247a0f16b0531b5fc49bfed62658a4e7c10dc8bd6fee98fb5ff57cf8c0","2024-10-19","wikipedia","Data",0,TRUE,0,0,0.05,0.0025,"According to Wikipedia, will a vaccine have been developed for Herpes simplex by 2024-10-19?",9,7,0,-1.2198721396857,"Atypical","Atypical"
"1d9b2c247a0f16b0531b5fc49bfed62658a4e7c10dc8bd6fee98fb5ff57cf8c0","2025-01-17","wikipedia","Data",0,TRUE,0,0,0.08,0.0064,"According to Wikipedia, will a vaccine have been developed for Herpes simplex by 2025-01-17?",2,7,0,-1.2198721396857,"Atypical","Atypical"
"1d9b2c247a0f16b0531b5fc49bfed62658a4e7c10dc8bd6fee98fb5ff57cf8c0","2025-07-21","wikipedia","Data",0,TRUE,0,0,0.1,0.01,"According to Wikipedia, will a vaccine have been developed for Herpes simplex by 2025-07-21?",1,3,0,-1.2198721396857,"Atypical","Atypical"
"27b3562010fedb45de26cc72b0f1dfcd422aaa195c5c1acdd369833f55a2ac51","2024-07-28","wikipedia","Data",0,TRUE,0,0,0.01,1e-04,"According to Wikipedia, will a vaccine have been developed for Ehrlichiosis by 2024-07-28?",10,3,8,-1.51686725863167,"Atypical","Atypical"
"27b3562010fedb45de26cc72b0f1dfcd422aaa195c5c1acdd369833f55a2ac51","2024-08-20","wikipedia","Data",0,TRUE,0,0,0.01,1e-04,"According to Wikipedia, will a vaccine have been developed for Ehrlichiosis by 2024-08-20?",10,3,0,-1.51686725863167,"Atypical","Atypical"
"27b3562010fedb45de26cc72b0f1dfcd422aaa195c5c1acdd369833f55a2ac51","2024-10-19","wikipedia","Data",0,TRUE,0,0,0.03,9e-04,"According to Wikipedia, will a vaccine have been developed for Ehrlichiosis by 2024-10-19?",8,3,0,-1.51686725863167,"Atypical","Atypical"
"27b3562010fedb45de26cc72b0f1dfcd422aaa195c5c1acdd369833f55a2ac51","2025-01-17","wikipedia","Data",0,TRUE,0,0,0.1,0.01,"According to Wikipedia, will a vaccine have been developed for Ehrlichiosis by 2025-01-17?",3,3,0,-1.51686725863167,"Atypical","Atypical"
"27b3562010fedb45de26cc72b0f1dfcd422aaa195c5c1acdd369833f55a2ac51","2025-07-21","wikipedia","Data",0,TRUE,0,0,0.1,0.01,"According to Wikipedia, will a vaccine have been developed for Ehrlichiosis by 2025-07-21?",2,3,0,-1.51686725863167,"Atypical","Atypical"
"61c0fb3703e68cee2439afd5c2d71522bc6649a1fa154491f58981456fa8ab68","2024-07-28","wikipedia","Data",1,TRUE,1,0,0.52,0.2304,"According to Wikipedia, will Aaron Peirsol still hold the world record for 200m backstroke in long course (50 metres) swimming pools on 2024-07-28?",10,8,10,0.0708282540720063,"Typical","Borderline"
"61c0fb3703e68cee2439afd5c2d71522bc6649a1fa154491f58981456fa8ab68","2024-08-20","wikipedia","Data",1,TRUE,0.91,0.00809999999999999,0.5,0.25,"According to Wikipedia, will Aaron Peirsol still hold the world record for 200m backstroke in long course (50 metres) swimming pools on 2024-08-20?",10,8,10,0.0708282540720063,"Typical","Borderline"
"61c0fb3703e68cee2439afd5c2d71522bc6649a1fa154491f58981456fa8ab68","2024-10-19","wikipedia","Data",1,TRUE,0.89,0.0121,0.5,0.25,"According to Wikipedia, will Aaron Peirsol still hold the world record for 200m backstroke in long course (50 metres) swimming pools on 2024-10-19?",9,8,10,0.0708282540720063,"Typical","Borderline"
"61c0fb3703e68cee2439afd5c2d71522bc6649a1fa154491f58981456fa8ab68","2025-01-17","wikipedia","Data",1,TRUE,0.855,0.021025,0.5,0.25,"According to Wikipedia, will Aaron Peirsol still hold the world record for 200m backstroke in long course (50 metres) swimming pools on 2025-01-17?",2,8,10,0.0708282540720063,"Typical","Borderline"
"61c0fb3703e68cee2439afd5c2d71522bc6649a1fa154491f58981456fa8ab68","2025-07-21","wikipedia","Data",1,TRUE,0.805,0.038025,0.5,0.25,"According to Wikipedia, will Aaron Peirsol still hold the world record for 200m backstroke in long course (50 metres) swimming pools on 2025-07-21?",2,8,10,0.0708282540720063,"Typical","Borderline"
"27e948952d66a749e55f37f9cb63036955768951570c627c3f16ec378df057f9","2024-07-28","wikipedia","Data",1,TRUE,1,0,0.5,0.25,"According to Wikipedia, will Kateryna Lagno have a FIDE ranking on 2024-07-28 as high or higher than their ranking on 2024-07-12?",2,8,10,-0.407366515485037,"Atypical","Borderline"
"27e948952d66a749e55f37f9cb63036955768951570c627c3f16ec378df057f9","2024-08-20","wikipedia","Data",1,TRUE,0.805,0.038025,0.5,0.25,"According to Wikipedia, will Kateryna Lagno have a FIDE ranking on 2024-08-20 as high or higher than their ranking on 2024-07-12?",9,8,10,-0.407366515485037,"Atypical","Borderline"
"27e948952d66a749e55f37f9cb63036955768951570c627c3f16ec378df057f9","2024-10-19","wikipedia","Data",0,TRUE,0.675,0.455625,0.5,0.25,"According to Wikipedia, will Kateryna Lagno have a FIDE ranking on 2024-10-19 as high or higher than their ranking on 2024-07-12?",0,8,10,-0.407366515485037,"Atypical","Borderline"
"27e948952d66a749e55f37f9cb63036955768951570c627c3f16ec378df057f9","2025-01-17","wikipedia","Data",0,TRUE,0.45,0.2025,0.5,0.25,"According to Wikipedia, will Kateryna Lagno have a FIDE ranking on 2025-01-17 as high or higher than their ranking on 2024-07-12?",1,8,10,-0.407366515485037,"Atypical","Borderline"
"27e948952d66a749e55f37f9cb63036955768951570c627c3f16ec378df057f9","2025-07-21","wikipedia","Data",0,TRUE,0.355,0.126025,0.475,0.225625,"According to Wikipedia, will Kateryna Lagno have a FIDE ranking on 2025-07-21 as high or higher than their ranking on 2024-07-12?",2,7,10,-0.407366515485037,"Atypical","Borderline"
"CTAS","2024-07-28","yfinance","Data",1,TRUE,0.5,0.25,0.5,0.25,"Will CTAS's market close price on 2024-07-28 be higher than its market close price on 2024-07-12?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",10,10,10,0.513291095090905,"Typical","Typical"
"CTAS","2024-08-20","yfinance","Data",1,TRUE,0.51,0.2401,0.51,0.2401,"Will CTAS's market close price on 2024-08-20 be higher than its market close price on 2024-07-12?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",7,10,10,0.513291095090905,"Typical","Typical"
"CTAS","2024-10-19","yfinance","Data",1,TRUE,0.51,0.2401,0.55,0.2025,"Will CTAS's market close price on 2024-10-19 be higher than its market close price on 2024-07-12?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",9,10,10,0.513291095090905,"Typical","Typical"
"CTAS","2025-01-17","yfinance","Data",1,TRUE,0.53,0.2209,0.6,0.16,"Will CTAS's market close price on 2025-01-17 be higher than its market close price on 2024-07-12?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",9,10,10,0.513291095090905,"Typical","Typical"
"CTAS","2025-07-21","yfinance","Data",1,TRUE,0.54,0.2116,0.65,0.1225,"Will CTAS's market close price on 2025-07-21 be higher than its market close price on 2024-07-12?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",7,8,10,0.513291095090905,"Typical","Typical"
"TSCO","2024-07-28","yfinance","Data",0,TRUE,0.5,0.25,0.5,0.25,"Will TSCO's market close price on 2024-07-28 be higher than its market close price on 2024-07-12?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",10,10,10,0.418659058295452,"Typical","Borderline"
"TSCO","2024-08-20","yfinance","Data",0,TRUE,0.51,0.2601,0.4,0.16,"Will TSCO's market close price on 2024-08-20 be higher than its market close price on 2024-07-12?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",10,10,10,0.418659058295452,"Typical","Borderline"
"TSCO","2024-10-19","yfinance","Data",1,TRUE,0.52,0.2304,0.4,0.36,"Will TSCO's market close price on 2024-10-19 be higher than its market close price on 2024-07-12?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",2,10,10,0.418659058295452,"Typical","Borderline"
"TSCO","2025-01-17","yfinance","Data",1,TRUE,0.54,0.2116,0.5,0.25,"Will TSCO's market close price on 2025-01-17 be higher than its market close price on 2024-07-12?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",8,10,10,0.418659058295452,"Typical","Borderline"
"TSCO","2025-07-21","yfinance","Data",1,TRUE,0.6,0.16,0.5,0.25,"Will TSCO's market close price on 2025-07-21 be higher than its market close price on 2024-07-12?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",8,8,10,0.418659058295452,"Typical","Borderline"
"FANG","2024-07-28","yfinance","Data",0,TRUE,0.5,0.25,0.45,0.2025,"Will FANG's market close price on 2024-07-28 be higher than its market close price on 2024-07-12?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",7,10,10,0.371343039897726,"Typical","Borderline"
"FANG","2024-08-20","yfinance","Data",0,TRUE,0.52,0.2704,0.46,0.2116,"Will FANG's market close price on 2024-08-20 be higher than its market close price on 2024-07-12?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",4,10,10,0.371343039897726,"Typical","Borderline"
"FANG","2024-10-19","yfinance","Data",0,TRUE,0.54,0.2916,0.5,0.25,"Will FANG's market close price on 2024-10-19 be higher than its market close price on 2024-07-12?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",9,10,10,0.371343039897726,"Typical","Borderline"
"FANG","2025-01-17","yfinance","Data",0,TRUE,0.53,0.2809,0.5,0.25,"Will FANG's market close price on 2025-01-17 be higher than its market close price on 2024-07-12?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",8,10,10,0.371343039897726,"Typical","Borderline"
"FANG","2025-07-21","yfinance","Data",0,TRUE,0.5,0.25,0.6,0.36,"Will FANG's market close price on 2025-07-21 be higher than its market close price on 2024-07-12?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",8,8,10,0.371343039897726,"Typical","Borderline"
"DECK","2024-07-28","yfinance","Data",1,TRUE,0.5,0.25,0.42,0.3364,"Will DECK's market close price on 2024-07-28 be higher than its market close price on 2024-07-12?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",10,10,10,0.570676284648187,"Typical","Typical"
"DECK","2024-08-20","yfinance","Data",1,TRUE,0.5,0.25,0.46,0.2916,"Will DECK's market close price on 2024-08-20 be higher than its market close price on 2024-07-12?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",10,10,10,0.570676284648187,"Typical","Typical"
"DECK","2024-10-19","yfinance","Data",1,TRUE,0.52,0.2304,0.415,0.342225,"Will DECK's market close price on 2024-10-19 be higher than its market close price on 2024-07-12?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",3,10,10,0.570676284648187,"Typical","Typical"
"DECK","2025-01-17","yfinance","Data",1,TRUE,0.53,0.2209,0.4,0.36,"Will DECK's market close price on 2025-01-17 be higher than its market close price on 2024-07-12?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",9,10,10,0.570676284648187,"Typical","Typical"
"DECK","2025-07-21","yfinance","Data",0,TRUE,0.55,0.3025,0.5,0.25,"Will DECK's market close price on 2025-07-21 be higher than its market close price on 2024-07-12?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",10,10,10,0.570676284648187,"Typical","Typical"
"T","2024-07-28","yfinance","Data",0,TRUE,0.5,0.25,0.5,0.25,"Will T's market close price on 2024-07-28 be higher than its market close price on 2024-07-12?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",6,10,10,0.594334293847051,"Typical","Typical"
"T","2024-08-20","yfinance","Data",1,TRUE,0.503,0.247009,0.45,0.3025,"Will T's market close price on 2024-08-20 be higher than its market close price on 2024-07-12?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",10,10,10,0.594334293847051,"Typical","Typical"
"T","2024-10-19","yfinance","Data",1,TRUE,0.501,0.249001,0.5,0.25,"Will T's market close price on 2024-10-19 be higher than its market close price on 2024-07-12?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",9,10,10,0.594334293847051,"Typical","Typical"
"T","2025-01-17","yfinance","Data",1,TRUE,0.502,0.248004,0.475,0.275625,"Will T's market close price on 2025-01-17 be higher than its market close price on 2024-07-12?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",8,10,10,0.594334293847051,"Typical","Typical"
"T","2025-07-21","yfinance","Data",1,TRUE,0.54,0.2116,0.5,0.25,"Will T's market close price on 2025-07-21 be higher than its market close price on 2024-07-12?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",10,10,10,0.594334293847051,"Typical","Typical"
"AXON","2024-07-28","yfinance","Data",1,TRUE,0.5,0.25,0.5,0.25,"Will AXON's market close price on 2024-07-28 be higher than its market close price on 2024-07-12?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",9,10,10,0.560607113488632,"Typical","Typical"
"AXON","2024-08-20","yfinance","Data",1,TRUE,0.5,0.25,0.5,0.25,"Will AXON's market close price on 2024-08-20 be higher than its market close price on 2024-07-12?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",10,10,10,0.560607113488632,"Typical","Typical"
"AXON","2024-10-19","yfinance","Data",1,TRUE,0.52,0.2304,0.54,0.2116,"Will AXON's market close price on 2024-10-19 be higher than its market close price on 2024-07-12?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",10,10,10,0.560607113488632,"Typical","Typical"
"AXON","2025-01-17","yfinance","Data",1,TRUE,0.54,0.2116,0.5,0.25,"Will AXON's market close price on 2025-01-17 be higher than its market close price on 2024-07-12?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",9,10,10,0.560607113488632,"Typical","Typical"
"AXON","2025-07-21","yfinance","Data",1,TRUE,0.55,0.2025,0.52,0.2304,"Will AXON's market close price on 2025-07-21 be higher than its market close price on 2024-07-12?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",6,8,10,0.560607113488632,"Typical","Typical"
"SNA","2024-07-28","yfinance","Data",1,TRUE,0.5,0.25,0.5,0.25,"Will SNA's market close price on 2024-07-28 be higher than its market close price on 2024-07-12?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",7,10,10,0.513291095090905,"Typical","Typical"
"SNA","2024-08-20","yfinance","Data",1,TRUE,0.505,0.245025,0.5,0.25,"Will SNA's market close price on 2024-08-20 be higher than its market close price on 2024-07-12?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",10,10,10,0.513291095090905,"Typical","Typical"
"SNA","2024-10-19","yfinance","Data",1,TRUE,0.52,0.2304,0.52,0.2304,"Will SNA's market close price on 2024-10-19 be higher than its market close price on 2024-07-12?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",8,10,10,0.513291095090905,"Typical","Typical"
"SNA","2025-01-17","yfinance","Data",1,TRUE,0.525,0.225625,0.5,0.25,"Will SNA's market close price on 2025-01-17 be higher than its market close price on 2024-07-12?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",9,10,10,0.513291095090905,"Typical","Typical"
"SNA","2025-07-21","yfinance","Data",1,TRUE,0.53,0.2209,0.55,0.2025,"Will SNA's market close price on 2025-07-21 be higher than its market close price on 2024-07-12?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",8,8,10,0.513291095090905,"Typical","Typical"
"GLW","2024-07-28","yfinance","Data",0,TRUE,0.505,0.255025,0.49,0.2401,"Will GLW's market close price on 2024-07-28 be higher than its market close price on 2024-07-12?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",7,10,10,0.36127386873817,"Typical","Borderline"
"GLW","2024-08-20","yfinance","Data",0,TRUE,0.51,0.2601,0.5,0.25,"Will GLW's market close price on 2024-08-20 be higher than its market close price on 2024-07-12?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",6,10,10,0.36127386873817,"Typical","Borderline"
"GLW","2024-10-19","yfinance","Data",1,TRUE,0.51,0.2401,0.5,0.25,"Will GLW's market close price on 2024-10-19 be higher than its market close price on 2024-07-12?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",9,10,10,0.36127386873817,"Typical","Borderline"
"GLW","2025-01-17","yfinance","Data",1,TRUE,0.525,0.225625,0.5,0.25,"Will GLW's market close price on 2025-01-17 be higher than its market close price on 2024-07-12?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",10,8,10,0.36127386873817,"Typical","Borderline"
"GLW","2025-07-21","yfinance","Data",1,TRUE,0.575,0.180625,0.5,0.25,"Will GLW's market close price on 2025-07-21 be higher than its market close price on 2024-07-12?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",6,8,10,0.36127386873817,"Typical","Borderline"
"WYNN","2024-07-28","yfinance","Data",0,TRUE,0.5,0.25,0.3,0.09,"Will WYNN's market close price on 2024-07-28 be higher than its market close price on 2024-07-12?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",8,10,10,0.565641699068409,"Typical","Typical"
"WYNN","2024-08-20","yfinance","Data",0,TRUE,0.5,0.25,0.3,0.09,"Will WYNN's market close price on 2024-08-20 be higher than its market close price on 2024-07-12?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",10,10,10,0.565641699068409,"Typical","Typical"
"WYNN","2024-10-19","yfinance","Data",1,TRUE,0.49,0.2601,0.3,0.49,"Will WYNN's market close price on 2024-10-19 be higher than its market close price on 2024-07-12?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",9,10,10,0.565641699068409,"Typical","Typical"
"WYNN","2025-01-17","yfinance","Data",1,TRUE,0.49,0.2601,0.4,0.36,"Will WYNN's market close price on 2025-01-17 be higher than its market close price on 2024-07-12?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",8,9,10,0.565641699068409,"Typical","Typical"
"WYNN","2025-07-21","yfinance","Data",1,TRUE,0.5,0.25,0.36,0.4096,"Will WYNN's market close price on 2025-07-21 be higher than its market close price on 2024-07-12?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",8,10,10,0.565641699068409,"Typical","Typical"
"KHC","2024-07-28","yfinance","Data",1,TRUE,0.49,0.2601,0.32,0.4624,"Will KHC's market close price on 2024-07-28 be higher than its market close price on 2024-07-12?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",9,10,10,0.437282481914537,"Typical","Borderline"
"KHC","2024-08-20","yfinance","Data",1,TRUE,0.495,0.255025,0.3,0.49,"Will KHC's market close price on 2024-08-20 be higher than its market close price on 2024-07-12?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",6,10,10,0.437282481914537,"Typical","Borderline"
"KHC","2024-10-19","yfinance","Data",1,TRUE,0.51,0.2401,0.3,0.49,"Will KHC's market close price on 2024-10-19 be higher than its market close price on 2024-07-12?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",10,10,10,0.437282481914537,"Typical","Borderline"
"KHC","2025-01-17","yfinance","Data",0,TRUE,0.555,0.308025,0.275,0.075625,"Will KHC's market close price on 2025-01-17 be higher than its market close price on 2024-07-12?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",8,9,10,0.437282481914537,"Typical","Borderline"
"KHC","2025-07-21","yfinance","Data",0,TRUE,0.555,0.308025,0.37,0.1369,"Will KHC's market close price on 2025-07-21 be higher than its market close price on 2024-07-12?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",7,8,10,0.437282481914537,"Typical","Borderline"
"LULU","2024-07-28","yfinance","Data",0,TRUE,0.48,0.2304,0.2,0.04,"Will LULU's market close price on 2024-07-28 be higher than its market close price on 2024-07-12?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",10,10,10,0.513291095090905,"Typical","Typical"
"LULU","2024-08-20","yfinance","Data",0,TRUE,0.5,0.25,0.25,0.0625,"Will LULU's market close price on 2024-08-20 be higher than its market close price on 2024-07-12?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",10,10,10,0.513291095090905,"Typical","Typical"
"LULU","2024-10-19","yfinance","Data",1,TRUE,0.51,0.2401,0.35,0.4225,"Will LULU's market close price on 2024-10-19 be higher than its market close price on 2024-07-12?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",8,10,10,0.513291095090905,"Typical","Typical"
"LULU","2025-01-17","yfinance","Data",1,TRUE,0.52,0.2304,0.4,0.36,"Will LULU's market close price on 2025-01-17 be higher than its market close price on 2024-07-12?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",9,9,10,0.513291095090905,"Typical","Typical"
"LULU","2025-07-21","yfinance","Data",0,TRUE,0.52,0.2704,0.39,0.1521,"Will LULU's market close price on 2025-07-21 be higher than its market close price on 2024-07-12?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",5,9,10,0.513291095090905,"Typical","Typical"
"KMB","2024-07-28","yfinance","Data",0,TRUE,0.505,0.255025,0.5,0.25,"Will KMB's market close price on 2024-07-28 be higher than its market close price on 2024-07-12?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",6,10,10,0.489633085892042,"Typical","Borderline"
"KMB","2024-08-20","yfinance","Data",1,TRUE,0.51,0.2401,0.5,0.25,"Will KMB's market close price on 2024-08-20 be higher than its market close price on 2024-07-12?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",10,10,10,0.489633085892042,"Typical","Borderline"
"KMB","2024-10-19","yfinance","Data",1,TRUE,0.51,0.2401,0.475,0.275625,"Will KMB's market close price on 2024-10-19 be higher than its market close price on 2024-07-12?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",8,10,10,0.489633085892042,"Typical","Borderline"
"KMB","2025-01-17","yfinance","Data",0,TRUE,0.52,0.2704,0.45,0.2025,"Will KMB's market close price on 2025-01-17 be higher than its market close price on 2024-07-12?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",9,9,10,0.489633085892042,"Typical","Borderline"
"KMB","2025-07-21","yfinance","Data",0,TRUE,0.515,0.265225,0.45,0.2025,"Will KMB's market close price on 2025-07-21 be higher than its market close price on 2024-07-12?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",8,9,10,0.489633085892042,"Typical","Borderline"
"SOLV","2024-07-28","yfinance","Data",1,TRUE,0.5,0.25,0.46,0.2916,"Will SOLV's market close price on 2024-07-28 be higher than its market close price on 2024-07-12?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",10,10,10,0.607923131886358,"Typical","Typical"
"SOLV","2024-08-20","yfinance","Data",1,TRUE,0.5,0.25,0.5,0.25,"Will SOLV's market close price on 2024-08-20 be higher than its market close price on 2024-07-12?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",9,10,10,0.607923131886358,"Typical","Typical"
